asientocontableid,cuentaid,cuenta,codigocuenta,descripcioncuenta,fechamovimiento,tipoasiento,numero_asiento,secuencia,glosa,sucursal,centrocosto,rutcontraparte,contraparte,descripciondetalle,numerodocumento,tipodocumento,tipomovimiento,fechadocumento,debe,haber,saldofinal,movimientocontableid
129541240,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2114,1,Of centra,,,,,,,,,,1170960.0000,0,-5504925.0000,475355650
129541255,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2115,1,Of centra,,,,,,,,,,6164200.0000,0,-11669125.0000,475355710
129541340,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2117,1,Of centra,,,,,,,,,,408730.0000,0,-12077855.0000,475356012
129541375,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2118,1,Of centra,,,,,,,,,,23491.0000,0,-12101346.0000,475356129
129541387,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2119,1,Of centra,,,,,,,,,,97211.0000,0,-12198557.0000,475356190
129541410,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2120,1,Of centra,,,,,,,,,,699720.0000,0,-12898277.0000,475356271
129541432,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2121,1,Of centra,,,,,,,,,,545924.0000,0,-13444201.0000,475356393
130124990,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor total,,,,,,,,,,173521.0000,0,-13617722.0000,477385395
130124990,40025722,2105-01 FACTURAS POR PAGAR,2105-01,FACTURAS POR PAGAR,2026-08-31T00:00:00.000Z,Traspaso,287,2,Centralización compras agosto 2026 - valor total,,,,,,,,,,0,108877082.0000,95259360.0000,477385064
,40025913,2105-04 HONORARIOS POR PAGAR,2105-04,HONORARIOS POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,8606200.0000,9200700.0000,594500.0000,
129543970,40025913,2105-04 HONORARIOS POR PAGAR,2105-04,HONORARIOS POR PAGAR,2026-08-17T00:00:00.000Z,Egreso,2138,1,Of centra,,,,,,,,,,207500.0000,0,387000.0000,475363128
129542784,40025913,2105-04 HONORARIOS POR PAGAR,2105-04,HONORARIOS POR PAGAR,2026-08-24T00:00:00.000Z,Egreso,2128,1,Of centra,,,,,,,,,,120000.0000,0,267000.0000,475359615
129541310,40025913,2105-04 HONORARIOS POR PAGAR,2105-04,HONORARIOS POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2116,1,Of centra,,,,,,,,,,600000.0000,0,-333000.0000,475355872
130124428,40025913,2105-04 HONORARIOS POR PAGAR,2105-04,HONORARIOS POR PAGAR,2026-08-31T00:00:00.000Z,Traspaso,285,3,Centralización honorarios agosto 2026 - monto líquido,,,,,,,,,,0,927500.0000,594500.0000,477383639
,40025963,2106-09 CREDITO BANCO CHILE,2106-09,CREDITO BANCO CHILE,,,,,Acumulado Anterior,,,,,,,,,,3606305.0000,3606305.0000,0.0000,
,40025977,2106-12 Tarjeta Visa por Pagar,2106-12,Tarjeta Visa por Pagar,,,,,Acumulado Anterior,,,,,,,,,,10162448.0000,11696574.0000,1534126.0000,
129823125,40025977,2106-12 Tarjeta Visa por Pagar,2106-12,Tarjeta Visa por Pagar,2026-08-05T00:00:00.000Z,Egreso,2184,2,Of centra pac tarjeta de credito visa,,,,,,,,,,1823500.0000,0,-289374.0000,476281614
,40026000,2106-13 FINIQUITO POR PAGAR,2106-13,FINIQUITO POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,32098362.0000,50968692.0000,18870330.0000,
129632751,40026000,2106-13 FINIQUITO POR PAGAR,2106-13,FINIQUITO POR PAGAR,2026-08-31T00:00:00.000Z,Egreso,2159,2,Cuota 8 finiquito,,,,,,,,,,2500000.0000,0,16370330.0000,475660552
129802060,40026223,2106-21 CUENTAS POR PAGAR,2106-21,CUENTAS POR PAGAR,2026-08-07T00:00:00.000Z,Ingreso,873,4,Ingreso cencosud retail s.a.,,,,,,,,,,0,66759.0000,66759.0000,476205683
129801096,40026223,2106-21 CUENTAS POR PAGAR,2106-21,CUENTAS POR PAGAR,2026-08-11T00:00:00.000Z,Egreso,2177,4,Pago previred julio,,,,,,,,,,0,100000.0000,166759.0000,476201746
129632214,40026223,2106-21 CUENTAS POR PAGAR,2106-21,CUENTAS POR PAGAR,2026-08-28T00:00:00.000Z,Ingreso,864,5,Ingresos cencosud retail s.a. 28-08-2026,,,,,,,,,,0,3040141.0000,3206900.0000,475657319
,40026518,2106-31 TARJETA DE CREDITO EN DOLARES,2106-31,TARJETA DE CREDITO EN DOLARES,,,,,Acumulado Anterior,,,,,,,,,,296232.0000,296232.0000,0.0000,
,40027015,2106-65 CREDITO BCI D03150906,2106-65,CREDITO BCI D03150906,,,,,Acumulado Anterior,,,,,,,,,,7322897.0000,103986000.0000,96663103.0000,
129822839,40027015,2106-65 CREDITO BCI D03150906,2106-65,CREDITO BCI D03150906,2026-08-05T00:00:00.000Z,Egreso,2182,2,Buin pago credito d03100050906 003/021,,,,,,,,,,4678253.0000,0,91984850.0000,476280681
,40026194,2107-01 EMPRESA RELACIONADA,2107-01,EMPRESA RELACIONADA,,,,,Acumulado Anterior,,,,,,,,,,0,720991625.0000,720991625.0000,
,40026176,2107-14 PRESTAMO A TERCEROS POR PAGAR,2107-14,PRESTAMO A TERCEROS POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,0,39853522.0000,39853522.0000,
,40025732,2108-02 IVA DEBITO FISCAL,2108-02,IVA DEBITO FISCAL,,,,,Acumulado Anterior,,,,,,,,,,213918427.0000,213918427.0000,0.0000,
130124484,40025732,2108-02 IVA DEBITO FISCAL,2108-02,IVA DEBITO FISCAL,2026-08-31T00:00:00.000Z,Traspaso,286,0,Centralización ventas agosto 2026  - iva débito fiscal,,,,,,,,,,3336356.0000,0,-3336356.0000,477384897
130124484,40025732,2108-02 IVA DEBITO FISCAL,2108-02,IVA DEBITO FISCAL,2026-08-31T00:00:00.000Z,Traspaso,286,7,Centralización ventas agosto 2026  - iva débito fiscal,,,,,,,,,,0,46662164.0000,43325808.0000,477384723
,40025733,2108-03 IMPUESTO UNICO TRABAJADORES,2108-03,IMPUESTO UNICO TRABAJADORES,,,,,Acumulado Anterior,,,,,,,,,,4608044.0000,4608044.0000,0.0000,
129774259,40025733,2108-03 IMPUESTO UNICO TRABAJADORES,2108-03,IMPUESTO UNICO TRABAJADORES,2026-08-31T00:00:00.000Z,Traspaso,284,10,Centralizaciones de sueldos 082026,,,,,,,,,,0,642444.0000,642444.0000,476101509
,40025734,2108-04 RETENCION PROFESIONALES,2108-04,RETENCION PROFESIONALES,,,,,Acumulado Anterior,,,,,,,,,,1646137.0000,1646137.0000,0.0000,
130124428,40025734,2108-04 RETENCION PROFESIONALES,2108-04,RETENCION PROFESIONALES,2026-08-31T00:00:00.000Z,Traspaso,285,2,Centralización honorarios agosto 2026 - monto retención,,,,,,,,,,0,166896.0000,166896.0000,477383637
,40025914,2108-05 IMPUESTOS POR PAGAR,2108-05,IMPUESTOS POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,79064671.0000,117124037.0000,38059366.0000,
129801009,40025914,2108-05 IMPUESTOS POR PAGAR,2108-05,IMPUESTOS POR PAGAR,2026-08-11T00:00:00.000Z,Egreso,2176,2,Pago f29 julio,,,,,,,,,,38059366.0000,0,0.0000,476201413
,40025928,2108-10 PROVISION DE GASTOS,2108-10,PROVISION DE GASTOS,,,,,Acumulado Anterior,,,,,,,,,,6475630.0000,12868965.0000,6393335.0000,
130124990,40025928,2108-10 PROVISION DE GASTOS,2108-10,PROVISION DE GASTOS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,6393335.0000,0,0.0000,477385062
130129219,40025928,2108-10 PROVISION DE GASTOS,2108-10,PROVISION DE GASTOS,2026-08-31T00:00:00.000Z,Traspaso,288,5,Provisiones agosto,,,,,,,,,,0,4054743.0000,4054743.0000,477401529
,40026016,2108-15 REMUNERACIONES POR  PAGAR,2108-15,REMUNERACIONES POR  PAGAR,,,,,Acumulado Anterior,,,,,,,,,,73358626.0000,96864284.0000,23505658.0000,
129823425,40026016,2108-15 REMUNERACIONES POR  PAGAR,2108-15,REMUNERACIONES POR  PAGAR,2026-08-03T00:00:00.000Z,Egreso,2188,2,Pago remuneraciones,,,,,,,,,,12935888.0000,0,10569770.0000,476282560
129774259,40026016,2108-15 REMUNERACIONES POR  PAGAR,2108-15,REMUNERACIONES POR  PAGAR,2026-08-31T00:00:00.000Z,Traspaso,284,9,Centralizaciones de sueldos 082026,,,,,,,,,,0,12893156.0000,23462926.0000,476101508
,40025974,2108-25 IMPOSICIONES POR PAGAR,2108-25,IMPOSICIONES POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,18190809.0000,20910773.0000,2719964.0000,
129801096,40025974,2108-25 IMPOSICIONES POR PAGAR,2108-25,IMPOSICIONES POR PAGAR,2026-08-11T00:00:00.000Z,Egreso,2177,2,Pago previred julio,,,,,,,,,,2719964.0000,0,0.0000,476201744
129774259,40025974,2108-25 IMPOSICIONES POR PAGAR,2108-25,IMPOSICIONES POR PAGAR,2026-08-31T00:00:00.000Z,Traspaso,284,8,Centralizaciones de sueldos 082026,,,,,,,,,,0,2870608.0000,2870608.0000,476101507
,40026430,2108-28 CONVENIOS TESORERIA POR PAGAR,2108-28,CONVENIOS TESORERIA POR PAGAR,,,,,Acumulado Anterior,,,,,,,,,,4521570.0000,4521570.0000,0.0000,
,40025771,2301-01 C A P I T A L,2301-01,C A P I T A L,,,,,Acumulado Anterior,,,,,,,,,,0,9500000.0000,9500000.0000,
,40025773,2302-02 REVALORIZAC CAPITAL PROPIO,2302-02,REVALORIZAC CAPITAL PROPIO,,,,,Acumulado Anterior,,,,,,,,,,0,10801251.0000,10801251.0000,
,40026278,2302-05 RESERVA RESULTADOS ACUMULADOS,2302-05,RESERVA RESULTADOS ACUMULADOS,,,,,Acumulado Anterior,,,,,,,,,,0,407984889.0000,407984889.0000,
,40025795,4101-03 COMBUSTIBLES Y LUBRICANTES,4101-03,COMBUSTIBLES Y LUBRICANTES,,,,,Acumulado Anterior,,,,,,,,,,38864926.0000,0,38864926.0000,
130124990,40025795,4101-03 COMBUSTIBLES Y LUBRICANTES,4101-03,COMBUSTIBLES Y LUBRICANTES,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,2769347.0000,0,41634273.0000,477385002
130129219,40025795,4101-03 COMBUSTIBLES Y LUBRICANTES,4101-03,COMBUSTIBLES Y LUBRICANTES,2026-08-31T00:00:00.000Z,Traspaso,288,3,Provisiones agosto,,100,,,,,,,,202329.0000,0,41836602.0000,477401525
,40025798,4101-08 FLETES Y GASTOS DESPACHO,4101-08,FLETES Y GASTOS DESPACHO,,,,,Acumulado Anterior,,,,,,,,,,55745000.0000,0,55745000.0000,
130124990,40025798,4101-08 FLETES Y GASTOS DESPACHO,4101-08,FLETES Y GASTOS DESPACHO,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,8845000.0000,0,64590000.0000,477384992
130129219,40025798,4101-08 FLETES Y GASTOS DESPACHO,4101-08,FLETES Y GASTOS DESPACHO,2026-08-31T00:00:00.000Z,Traspaso,288,4,Provisiones agosto,,100,,,,,,,,230000.0000,0,64820000.0000,477401527
,40025800,4101-10 MANTENCION MAQUINARIAS,4101-10,MANTENCION MAQUINARIAS,,,,,Acumulado Anterior,,,,,,,,,,4521966.0000,0,4521966.0000,
130124990,40025800,4101-10 MANTENCION MAQUINARIAS,4101-10,MANTENCION MAQUINARIAS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,918364.0000,0,5440330.0000,477385039
,40025939,4101-21 GASTO DE LUZ,4101-21,GASTO DE LUZ,,,,,Acumulado Anterior,,,,,,,,,,21021763.0000,2451309.0000,18570454.0000,
129634396,40025939,4101-21 GASTO DE LUZ,4101-21,GASTO DE LUZ,2026-08-25T00:00:00.000Z,Egreso,2163,2,Luz patricia de empresa,,100,,,,,,,,1100.0000,0,18571554.0000,475666782
130124990,40025939,4101-21 GASTO DE LUZ,4101-21,GASTO DE LUZ,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,2656973.0000,0,21228527.0000,477385032
,40025940,4101-23 GASTOS AGUA,4101-23,GASTOS AGUA,,,,,Acumulado Anterior,,,,,,,,,,1187440.0000,0,1187440.0000,
129545343,40025940,4101-23 GASTOS AGUA,4101-23,GASTOS AGUA,2026-08-31T00:00:00.000Z,Egreso,2152,2,Boleta 37894 cliente 172 agua,,100,,,,,,,,413780.0000,0,1601220.0000,475367421
130124990,40025940,4101-23 GASTOS AGUA,4101-23,GASTOS AGUA,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,34000.0000,0,1635220.0000,477385011
,40025978,4101-31 ASESORIAS,4101-31,ASESORIAS,,,,,Acumulado Anterior,,,,,,,,,,203952.0000,0,203952.0000,
,40026296,4101-43 ASESORIAS CONTABLES,4101-43,ASESORIAS CONTABLES,,,,,Acumulado Anterior,,,,,,,,,,7017488.0000,0,7017488.0000,
130124990,40026296,4101-43 ASESORIAS CONTABLES,4101-43,ASESORIAS CONTABLES,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,904600.0000,0,7922088.0000,477385025
130124990,40026296,4101-43 ASESORIAS CONTABLES,4101-43,ASESORIAS CONTABLES,2026-08-31T00:00:00.000Z,Traspaso,287,4,Centralización compras agosto 2026 - valor neto,,,,,,,,,,0,145816.0000,7776272.0000,477385399
,40026297,4101-44 ASESORIAS LEGALES,4101-44,ASESORIAS LEGALES,,,,,Acumulado Anterior,,,,,,,,,,2817640.0000,0,2817640.0000,
130124990,40026297,4101-44 ASESORIAS LEGALES,4101-44,ASESORIAS LEGALES,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,408730.0000,0,3226370.0000,477384994
,40025809,4201-01 REMUNERACIONES TRABAJADORES,4201-01,REMUNERACIONES TRABAJADORES,,,,,Acumulado Anterior,,,,,,,,,,56605109.0000,0,56605109.0000,
129774259,40025809,4201-01 REMUNERACIONES TRABAJADORES,4201-01,REMUNERACIONES TRABAJADORES,2026-08-31T00:00:00.000Z,Traspaso,284,7,Centralizaciones de sueldos 082026,,100,,,,,,,,12279924.0000,0,68885033.0000,476101506
,40025810,4201-02 HONORARIOS PROFESIONALES,4201-02,HONORARIOS PROFESIONALES,,,,,Acumulado Anterior,,,,,,,,,,9695893.0000,0,9695893.0000,
130124428,40025810,4201-02 HONORARIOS PROFESIONALES,4201-02,HONORARIOS PROFESIONALES,2026-08-31T00:00:00.000Z,Traspaso,285,1,Centralización honorarios agosto 2026 - monto bruto,,100,,,,,,,,1094396.0000,0,10790289.0000,477383635
,40025811,4201-03 LEYES SOCIALES,4201-03,LEYES SOCIALES,,,,,Acumulado Anterior,,,,,,,,,,889481.0000,0,889481.0000,
129774259,40025811,4201-03 LEYES SOCIALES,4201-03,LEYES SOCIALES,2026-08-31T00:00:00.000Z,Traspaso,284,6,Centralizaciones de sueldos 082026,,100,,,,,,,,567467.0000,0,1456948.0000,476101505
,40025812,4201-04 GASTOS DE OFICINA,4201-04,GASTOS DE OFICINA,,,,,Acumulado Anterior,,,,,,,,,,2600348.0000,0,2600348.0000,
130124990,40025812,4201-04 GASTOS DE OFICINA,4201-04,GASTOS DE OFICINA,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,460864.0000,0,3061212.0000,477384990
,40025813,4201-05 IMPUESTOS Y PATENTES,4201-05,IMPUESTOS Y PATENTES,,,,,Acumulado Anterior,,,,,,,,,,70447.0000,0,70447.0000,
129823241,40025813,4201-05 IMPUESTOS Y PATENTES,4201-05,IMPUESTOS Y PATENTES,2026-08-04T00:00:00.000Z,Egreso,2186,2,Of centra cheque cobrado por caja,,100,,,,,,,,1029482.0000,0,1099929.0000,476282056
,40025814,4201-06 MANT VEHICULOS Y EQ TRANSP,4201-06,MANT VEHICULOS Y EQ TRANSP,,,,,Acumulado Anterior,,,,,,,,,,3598738.0000,0,3598738.0000,
130124990,40025814,4201-06 MANT VEHICULOS Y EQ TRANSP,4201-06,MANT VEHICULOS Y EQ TRANSP,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,1607277.0000,0,5206015.0000,477385013
,40025815,4201-07 MANTENC. EQUIP. Y EDIFICIOS,4201-07,MANTENC. EQUIP. Y EDIFICIOS,,,,,Acumulado Anterior,,,,,,,,,,7975993.0000,41711.0000,7934282.0000,
130124990,40025815,4201-07 MANTENC. EQUIP. Y EDIFICIOS,4201-07,MANTENC. EQUIP. Y EDIFICIOS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,999194.0000,0,8933476.0000,477385020
,40025818,4201-10 GASTOS BANCARIOS,4201-10,GASTOS BANCARIOS,,,,,Acumulado Anterior,,,,,,,,,,1044429.0000,0,1044429.0000,
,40025819,4201-11 INTERESES Y MULTAS,4201-11,INTERESES Y MULTAS,,,,,Acumulado Anterior,,,,,,,,,,26815.0000,0,26815.0000,
,40025820,4201-12 LEGALES Y NOTARIALES,4201-12,LEGALES Y NOTARIALES,,,,,Acumulado Anterior,,,,,,,,,,71772.0000,0,71772.0000,
,40025822,4201-14 GRATIFICACIONES,4201-14,GRATIFICACIONES,,,,,Acumulado Anterior,,,,,,,,,,2779884.0000,0,2779884.0000,
129774259,40025822,4201-14 GRATIFICACIONES,4201-14,GRATIFICACIONES,2026-08-31T00:00:00.000Z,Traspaso,284,5,Centralizaciones de sueldos 082026,,100,,,,,,,,1963247.0000,0,4743131.0000,476101504
,40025826,4201-18 SEGUROS,4201-18,SEGUROS,,,,,Acumulado Anterior,,,,,,,,,,4158148.0000,0,4158148.0000,
129800917,40025826,4201-18 SEGUROS,4201-18,SEGUROS,2026-08-18T00:00:00.000Z,Egreso,2173,2,Of virt u pac hdi seguros sa,,100,,,,,,,,103733.0000,0,4261881.0000,476201028
129800919,40025826,4201-18 SEGUROS,4201-18,SEGUROS,2026-08-18T00:00:00.000Z,Egreso,2174,2,Of virt u pac hdi seguros sa,,100,,,,,,,,165212.0000,0,4427093.0000,476201032
130124990,40025826,4201-18 SEGUROS,4201-18,SEGUROS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,321849.0000,0,4748942.0000,477385018
,40026078,4201-21 Peajes,4201-21,Peajes,,,,,Acumulado Anterior,,,,,,,,,,9639641.0000,0,9639641.0000,
130124990,40026078,4201-21 Peajes,4201-21,Peajes,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,825023.0000,0,10464664.0000,477385007
,40025829,4201-25 GAS,4201-25,GAS,,,,,Acumulado Anterior,,,,,,,,,,2367815.0000,0,2367815.0000,
130124990,40025829,4201-25 GAS,4201-25,GAS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,874874.0000,0,3242689.0000,477385056
,40025830,4201-26 LOCOMOCION Y COLACION,4201-26,LOCOMOCION Y COLACION,,,,,Acumulado Anterior,,,,,,,,,,1543487.0000,0,1543487.0000,
129774259,40025830,4201-26 LOCOMOCION Y COLACION,4201-26,LOCOMOCION Y COLACION,2026-08-31T00:00:00.000Z,Traspaso,284,4,Centralizaciones de sueldos 082026,,100,,,,,,,,413751.0000,0,1957238.0000,476101503
,40026001,4201-45 INDEMNIZACIONES,4201-45,INDEMNIZACIONES,,,,,Acumulado Anterior,,,,,,,,,,39772183.0000,0,39772183.0000,
,40026002,4201-46 FERIADO LEGAL,4201-46,FERIADO LEGAL,,,,,Acumulado Anterior,,,,,,,,,,11196509.0000,0,11196509.0000,
,40026003,4201-47 HORAS EXTRAS,4201-47,HORAS EXTRAS,,,,,Acumulado Anterior,,,,,,,,,,1039807.0000,0,1039807.0000,
129774259,40026003,4201-47 HORAS EXTRAS,4201-47,HORAS EXTRAS,2026-08-31T00:00:00.000Z,Traspaso,284,3,Centralizaciones de sueldos 082026,,100,,,,,,,,1641325.0000,0,2681132.0000,476101502
,40026069,4201-49 UNIFORME PERSONAL,4201-49,UNIFORME PERSONAL,,,,,Acumulado Anterior,,,,,,,,,,1127843.0000,0,1127843.0000,
129825821,40026069,4201-49 UNIFORME PERSONAL,4201-49,UNIFORME PERSONAL,2026-08-11T00:00:00.000Z,Egreso,2190,2,Of centra,,100,,,,,,,,113240.0000,0,1241083.0000,476290511
,40026133,4201-50 CONTRIBUCIONES,4201-50,CONTRIBUCIONES,,,,,Acumulado Anterior,,,,,,,,,,209345.0000,0,209345.0000,
,40026220,4201-52 GASTO DE CORREO,4201-52,GASTO DE CORREO,,,,,Acumulado Anterior,,,,,,,,,,59900.0000,0,59900.0000,
,40026409,4201-83 BONOS,4201-83,BONOS,,,,,Acumulado Anterior,,,,,,,,,,113092.0000,0,113092.0000,
129774259,40026409,4201-83 BONOS,4201-83,BONOS,2026-08-31T00:00:00.000Z,Traspaso,284,2,Centralizaciones de sueldos 082026,,100,,,,,,,,615460.0000,0,728552.0000,476101501
,40026451,4201-86 LICENCIA DE MARCA,4201-86,LICENCIA DE MARCA,,,,,Acumulado Anterior,,,,,,,,,,40942.0000,0,40942.0000,
,40026529,4201-95 INTERES FACTORING,4201-95,INTERES FACTORING,,,,,Acumulado Anterior,,,,,,,,,,325400.0000,0,325400.0000,
,40026572,4201-99 GASTOS DE TELEFONO,4201-99,GASTOS DE TELEFONO,,,,,Acumulado Anterior,,,,,,,,,,1810478.0000,0,1810478.0000,
129633462,40026572,4201-99 GASTOS DE TELEFONO,4201-99,GASTOS DE TELEFONO,2026-08-28T00:00:00.000Z,Egreso,2160,2,Entel hogar - telefonía fija,,100,,,,,,,,8990.0000,0,1819468.0000,475663094
130124990,40026572,4201-99 GASTOS DE TELEFONO,4201-99,GASTOS DE TELEFONO,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,221995.0000,0,2041463.0000,477385036
,40026667,4202-03 INSUMOS DE LIMPIEZA,4202-03,INSUMOS DE LIMPIEZA,,,,,Acumulado Anterior,,,,,,,,,,469412.0000,234706.0000,234706.0000,
,40026670,4202-06 DERECHOS DE AGUA Y ACCESO,4202-06,DERECHOS DE AGUA Y ACCESO,,,,,Acumulado Anterior,,,,,,,,,,42017.0000,0,42017.0000,
,40026687,4202-23 EQUIPO DE SEGURIDAD,4202-23,EQUIPO DE SEGURIDAD,,,,,Acumulado Anterior,,,,,,,,,,153093.0000,0,153093.0000,
130124990,40026687,4202-23 EQUIPO DE SEGURIDAD,4202-23,EQUIPO DE SEGURIDAD,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,709710.0000,0,862803.0000,477385041
129774259,40026694,4202-26 TOTAL ASIGNACIONES,4202-26,TOTAL ASIGNACIONES,2026-08-31T00:00:00.000Z,Traspaso,284,1,Centralizaciones de sueldos 082026,,,,,,,,,,2400.0000,0,2400.0000,476101500
,40026857,4202-37 CONVENIOS CENCOSUD,4202-37,CONVENIOS CENCOSUD,,,,,Acumulado Anterior,,,,,,,,,,150838675.0000,0,150838675.0000,
130124990,40026857,4202-37 CONVENIOS CENCOSUD,4202-37,CONVENIOS CENCOSUD,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,30794103.0000,0,181632778.0000,477384996
130129219,40026857,4202-37 CONVENIOS CENCOSUD,4202-37,CONVENIOS CENCOSUD,2026-08-31T00:00:00.000Z,Traspaso,288,2,Provisiones agosto,,,,,,,,,,569166.0000,0,182201944.0000,477401524
,40026858,4202-38 CONVENIOS TOTTUS S,4202-38,CONVENIOS TOTTUS S,,,,,Acumulado Anterior,,,,,,,,,,26794118.0000,0,26794118.0000,
130124990,40026858,4202-38 CONVENIOS TOTTUS S,4202-38,CONVENIOS TOTTUS S,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,5696355.0000,0,32490473.0000,477385043
,40026861,4202-41 ANALISIS LABORATORIO,4202-41,ANALISIS LABORATORIO,,,,,Acumulado Anterior,,,,,,,,,,636053.0000,0,636053.0000,
,40026944,4202-59 BENEFICIOS DEL PERSONAL,4202-59,BENEFICIOS DEL PERSONAL,,,,,Acumulado Anterior,,,,,,,,,,321586.0000,0,321586.0000,
,40026587,4204-06 LICENCIAS Y SOFTWARE,4204-06,LICENCIAS Y SOFTWARE,,,,,Acumulado Anterior,,,,,,,,,,666224.0000,60258.0000,605966.0000,
130124990,40026587,4204-06 LICENCIAS Y SOFTWARE,4204-06,LICENCIAS Y SOFTWARE,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,81690.0000,0,687656.0000,477385028
,40026591,4204-10 RECICLAJE / BASURA,4204-10,RECICLAJE / BASURA,,,,,Acumulado Anterior,,,,,,,,,,936073.0000,0,936073.0000,
130124990,40026591,4204-10 RECICLAJE / BASURA,4204-10,RECICLAJE / BASURA,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,100,,,,,,,,200000.0000,0,1136073.0000,477385059
,40025841,4205-01 INTERESES Y REAJUSTES,4205-01,INTERESES Y REAJUSTES,,,,,Acumulado Anterior,,,,,,,,,,8795.0000,0,8795.0000,
,40025921,4205-05 DEPRECIACION,4205-05,DEPRECIACION,,,,,Acumulado Anterior,,,,,,,,,,12623473.0000,0,12623473.0000,
,40026139,4301-07 COMISIONES BANCARIAS,4301-07,COMISIONES BANCARIAS,,,,,Acumulado Anterior,,,,,,,,,,2548746.0000,0,2548746.0000,
129823152,40026139,4301-07 COMISIONES BANCARIAS,4301-07,COMISIONES BANCARIAS,2026-08-03T00:00:00.000Z,Egreso,2185,2,Buin impuesto linea de sobregiro,,,,,,,,,,1320.0000,0,2550066.0000,476281776
129822839,40026139,4301-07 COMISIONES BANCARIAS,4301-07,COMISIONES BANCARIAS,2026-08-05T00:00:00.000Z,Egreso,2182,4,Buin pago credito d03100050906 003/021,,,,,,,,,,40276.0000,0,2590342.0000,476280683
130124990,40026139,4301-07 COMISIONES BANCARIAS,4301-07,COMISIONES BANCARIAS,2026-08-31T00:00:00.000Z,Traspaso,287,0,Centralización compras agosto 2026 - valor neto,,,,,,,,,,3432.0000,0,2593774.0000,477385053
,40026935,4301-20 COSTO PRODUCTO ENTERO,4301-20,COSTO PRODUCTO ENTERO,,,,,Acumulado Anterior,,,,,,,,,,101037884.0000,0,101037884.0000,
